fish_key,fish_label,year,category,qty,amt,price
しおから,しおから,2011,塩干,71899,62766352,872.9794851110586
しじみ,しじみ,2011,鮮魚,181313,154807342,853.8126995857991
しらうお,しらうお,2011,鮮魚,3022,7591082,2511.9397749834548
しらこ,しらこ,2011,鮮魚,218655,266428158,1218.4864649790766
すき身,すき身,2011,塩干,37724,44862356,1189.225850917188
すけこ,すけこ,2011,塩干,760277,1179592731,1551.530206753591
すけそうだら,すけそうだら,2011,鮮魚,232504,59205943,254.64483621787153
すじこ,すじこ,2011,塩干,17325,40794571,2354.6649927849926
すずき,すずき,2011,鮮魚,224138,169654762,756.9210129473806
すだこ,すだこ,2011,塩干,43431,81839692,1884.3612166424905
するめいか,するめいか,2011,鮮魚,1154284,431231936,373.5925786028395
ずわいがに,ずわいがに,2011,鮮魚,994923,1755600615,1764.5592824771363
その他あじ,その他あじ,2011,鮮魚,24118,7013375,290.79422008458414
その他いか,その他いか,2011,鮮魚,139909,124970508,893.2270833184427
その他えび,その他えび,2011,鮮魚,158165,337626395,2134.6466980684727
その他かい,その他かい,2011,鮮魚,396557,357220915,900.8059749292031
その他かに,その他かに,2011,鮮魚,375102,758147307,2021.1763920213702
その他冷凍魚,その他　冷凍魚,2011,冷凍魚,1210298,659353718,544.7862575993681
その他塩干加工品,その他塩干加工品,2011,塩干,2251113,2106510127,935.7638319355804
その他桜干,その他桜干,2011,塩干,244808,239223952,977.1900918270645
その他淡水魚,その他淡水魚,2011,鮮魚,39811,29845122,749.6702418929442
その他魚介漬物,その他魚介漬物,2011,塩干,158989,167439717,1053.1528407625685
その他鮮魚,その他鮮魚,2011,鮮魚,880391,1202019430,1365.3245319409218
たい,たい,2011,鮮魚,1007981,830170801,823.5976680115995
たいはくちりめん,たいはくちりめん,2011,塩干,290911,326639594,1122.816235893452
たこ,たこ,2011,鮮魚,375293,436000673,1161.7607389426396
たちうお,たちうお,2011,鮮魚,23714,22175100,935.1058446487307
たづくり,たづくり,2011,塩干,6380,9352050,1465.8385579937303
ちくわ,ちくわ,2011,塩干,137573,88471778,643.0896905642823
つばす,つばす,2011,鮮魚,151626,29195858,192.55179190903934
とびうお,とびうお,2011,鮮魚,138174,30370962,219.80229276130098
どじょう,どじょう,2011,鮮魚,19176,44612805,2326.491708385482
なまこ,なまこ,2011,鮮魚,49643,89425232,1801.366396067925
にぎす,にぎす,2011,鮮魚,281481,107647662,382.4331375829985
にしん,にしん,2011,鮮魚,5174,2010059,388.4922690374952
ぬか漬いわし,ぬか漬いわし,2011,塩干,2,2205,1102.5
ぬか漬ふぐ,ぬか漬ふぐ,2011,塩干,54,156975,2906.9444444444443
はたはた,はたはた,2011,鮮魚,627372,190622811,303.84335131309655
はまぐり,はまぐり,2011,鮮魚,265640,151410391,569.9834023490438
はまち,はまち,2011,鮮魚,1918898,510409192,265.9907884629616
はむそーせーじ,ハムソーセージ,2011,塩干,896,682038,761.203125
ばいがい,ばいがい,2011,鮮魚,637617,465871898,730.6453529313052
ひらまさ,ひらまさ,2011,鮮魚,44016,41420701,941.0373727735368
ひらめ,ひらめ,2011,鮮魚,258532,464068634,1795.0142883666238
ふぐ,ふぐ,2011,鮮魚,258197,113544195,439.7579948643865
ぶり,ぶり,2011,鮮魚,1229192,1014888890,825.6553003924529
べにずわいがに,べにずわいがに,2011,鮮魚,185961,49523267,266.3099628416711
ほうぼう,ほうぼう,2011,鮮魚,32321,18681912,578.0115714241515
ほたて,ほたて,2011,鮮魚,210628,219795095,1043.5226797956586
ぼうたら,ぼうたら,2011,塩干,9768,38148979,3905.5056306306305
ぼら,ぼら,2011,鮮魚,16346,2766049,169.21870794078063
まあじ,まあじ,2011,鮮魚,1385032,631673733,456.0715802956177
まいわし,まいわし,2011,鮮魚,911622,261782776,287.16153844466237
まかじき,まかじき,2011,鮮魚,439021,492068936,1120.8323428719812
まぐろ,まぐろ,2011,鮮魚,695699,1544460652,2220.0127526415877
まこ,まこ,2011,鮮魚,198984,185451940,931.9942306919149
ます,ます,2011,鮮魚,21069,23048328,1093.9450377331625
まだら,まだら,2011,鮮魚,1704697,724165584,424.8060411908979
みそ漬品,みそ漬品,2011,塩干,40245,38844276,965.1950801341782
めじ,めじ,2011,鮮魚,213182,186283723,873.8248210449287
めだい,めだい,2011,鮮魚,166567,144151545,865.4267952235436
もずく,もずく,2011,鮮魚,134958,71683187,531.1518176025133
やなぎばちめ,やなぎばちめ,2011,鮮魚,82718,104202173,1259.7279068642858
やりいか,やりいか,2011,鮮魚,274671,209781460,763.7554019172028
わかさぎ,わかさぎ,2011,鮮魚,15543,11327979,728.8154796371357
わかめ,わかめ,2011,塩干,143132,65457168,457.32029175865637
わらさ,わらさ,2011,鮮魚,2160567,671465955,310.78228770503296
丸干あじ,丸干あじ,2011,塩干,8517,1286620,151.06492896559823
丸干いか,丸干いか,2011,塩干,42897,59221337,1380.5472876891158
丸干いわし,丸干いわし,2011,塩干,154093,100172938,650.0810419681621
冷凍あかうお,冷凍あかうお,2011,冷凍魚,448271,250350142,558.4794510463537
冷凍あじ,冷凍あじ,2011,冷凍魚,280688,74750865,266.31300589978906
冷凍うなぎ,冷凍うなぎ,2011,冷凍魚,170063,532127139,3129.000070562086
冷凍えび,冷凍えび,2011,冷凍魚,1907950,2251061099,1179.8323326082968
冷凍おひょう,冷凍おひょう,2011,冷凍魚,1085,2773467,2556.1907834101385
冷凍かい,冷凍かい,2011,冷凍魚,474721,568397390,1197.329357664818
冷凍かじき,冷凍かじき,2011,冷凍魚,886835,504724951,569.1306173076164
冷凍かに,冷凍かに,2011,冷凍魚,1059696,1870305450,1764.9452767586176
冷凍かれい,冷凍かれい,2011,冷凍魚,702626,371143682,528.2236666448438
冷凍ぎんだら,冷凍ぎんだら,2011,冷凍魚,133904,250486293,1870.6408546421317
冷凍くじら,冷凍くじら,2011,冷凍魚,9162,8929807,974.65695263043
冷凍さけ,冷凍さけ,2011,冷凍魚,1043121,817088743,783.311565005402
冷凍さば,冷凍さば,2011,冷凍魚,648018,275680535,425.4211071297402
冷凍さんま,冷凍さんま,2011,冷凍魚,38411,12704998,330.7645726484601
冷凍しらうお,冷凍しらうお,2011,冷凍魚,4359,3830085,878.6613902271163
冷凍すりみ,冷凍すりみ,2011,冷凍魚,660752,218817798,331.16479102598254
冷凍するめいか,冷凍するめいか,2011,冷凍魚,1029090,492146914,478.23505621471395
冷凍たい,冷凍たい,2011,冷凍魚,76697,77576225,1011.4636165690965
冷凍たこ,冷凍たこ,2011,冷凍魚,58449,65224733,1115.9255590343719
冷凍たら,冷凍たら,2011,冷凍魚,242290,139679479,576.497086136448
冷凍にしん,冷凍にしん,2011,冷凍魚,84878,23989774,282.6383043898301
冷凍ほっけ,冷凍ほっけ,2011,冷凍魚,423539,100204202,236.58789863507258
冷凍まぐろ,冷凍まぐろ,2011,冷凍魚,185396,492103165,2654.335395585665
冷凍めるるーさ,冷凍メルルーサ,2011,冷凍魚,37587,26778518,712.440950328571
冷凍めろー,冷凍メロー,2011,冷凍魚,53191,93344669,1754.8959222424846
冷凍もんこういか,冷凍もんこういか,2011,冷凍魚,30022,38231845,1273.4609619612283
冷凍やりいか,冷凍やりいか,2011,冷凍魚,121671,141171841,1160.275176500563
冷凍食品その他,冷凍食品　その他,2011,冷凍魚,267457,230116155,860.3856133883204
冷凍食品ふらい,冷凍食品　フライ,2011,冷凍魚,49570,31674816,638.9916481742989
冷凍食品切身,冷凍食品　切身,2011,冷凍魚,255316,249418972,976.9030221372731
冷凍食品開き,冷凍食品　開き,2011,冷凍魚,40208,33301592,828.232988460008
塩かずのこ,塩かずのこ,2011,塩干,110838,321758212,2902.9593821613526
塩かれい,塩かれい,2011,塩干,447114,301618168,674.5889594152721
塩くじら,塩くじら,2011,塩干,16,63000,3937.5
塩くらげ,塩くらげ,2011,塩干,2547,2220535,871.8237141735375
塩さけ,塩さけ,2011,塩干,1441555,1098936332,762.3270232491997
塩さば,塩さば,2011,塩干,790720,443317963,560.6510054127883
塩するめ,塩するめ,2011,塩干,94261,39778143,422.0000106088414
塩だら,塩だら,2011,塩干,23846,17234737,722.7516983980541
塩にしん,塩にしん,2011,塩干,60,22365,372.75
塩ます,塩ます,2011,塩干,226379,113380971,500.8457984176978
塩まだらこ,塩まだらこ,2011,塩干,83,72650,875.3012048192771
干するめ,干するめ,2011,塩干,58673,82598115,1407.7704395548208
干はたはた,干はたはた,2011,塩干,343414,176221218,513.1451193020669
干ふぐ,干ふぐ,2011,塩干,23444,46285066,1974.2819484729569
干ぶり,干ぶり,2011,塩干,50,320985,6419.7
桜干いわし,桜干いわし,2011,塩干,8703,8776629,1008.4601861427094
桜干にしん,桜干にしん,2011,塩干,9690,7791631,804.0898864809081
煮干いかなご,煮干いかなご,2011,塩干,3975,5898693,1483.9479245283019
煮干いわし,煮干いわし,2011,塩干,20518,17223408,839.4291841310069
生くじら,生くじら,2011,鮮魚,1104,2114182,1915.019927536232
白皮かじき,白皮かじき,2011,鮮魚,38250,52488803,1372.2562875816993
皮くじら,皮くじら,2011,塩干,783,2191688,2799.0906768837804
身欠にしん,身欠にしん,2011,塩干,415715,303498588,730.0640775531314
開きあじ,開きあじ,2011,塩干,285144,175555756,615.6740313666078
開きさば,開きさば,2011,塩干,14340,7158230,499.1792189679219
開きたら,開きたら,2011,塩干,23062,17573949,762.0305697684503
養殖かんぱち,養殖かんぱち,2011,鮮魚,469308,666688946,1420.5786945886284
養殖たい,養殖たい,2011,鮮魚,406390,417997216,1028.561765791481
養殖はまち,養殖はまち,2011,鮮魚,4257,2024502,475.57011980267794
養殖ぶり,養殖ぶり,2011,鮮魚,1722473,1454188913,844.2448229957741
養殖わらさ,養殖わらさ,2011,鮮魚,4568,2643103,578.6127408056042
魚介つくだに,魚介つくだに,2011,塩干,119366,83219662,697.1806209473384
黒皮かじき,黒皮かじき,2011,鮮魚,218154,125415797,574.8957021186868
あかいか,あかいか,2012,鮮魚,404538,462078824,1142.2383657406722
あからばちめ,あからばちめ,2012,鮮魚,303077,154743049,510.57338234178115
あさり,あさり,2012,鮮魚,323810,161627946,499.14439331706865
あなご,あなご,2012,鮮魚,60982,61685953,1011.5436194286839
あまえび,あまえび,2012,鮮魚,529339,902112273,1704.2240851325898
あゆ,あゆ,2012,鮮魚,144975,163454020,1127.4634937058113
あら,あら,2012,鮮魚,14791,48219359,3260.0472584679874
あわび,あわび,2012,鮮魚,60429,353644292,5852.228102401165
あんこう,あんこう,2012,鮮魚,104293,67796577,650.0587479504857
いくら,いくら,2012,塩干,161249,902800192,5598.79560183319
うなぎ,うなぎ,2012,鮮魚,163246,579291863,3548.5822807296963
うに,うに,2012,鮮魚,62260,580333414,9321.127754577577
うに製品,うに製品,2012,塩干,20230,26161735,1293.2147800296589
うるめいわし,うるめいわし,2012,鮮魚,50457,8124885,161.02592306320233
かいみぬき,かいみぬき,2012,鮮魚,10048,23632065,2351.9172969745223
かき,かき,2012,鮮魚,292700,294183120,1005.0670310898531
かす漬たら,かす漬たら,2012,塩干,2036,1931657,948.7509823182711
かたくちいわし,かたくちいわし,2012,鮮魚,8764,873676,99.6891830214514
かつお,かつお,2012,鮮魚,102527,71059944,693.0851775629834
かながしら,かながしら,2012,鮮魚,11744,1933989,164.67889986376022
かます,かます,2012,鮮魚,173072,76149061,439.9848675695664
かまぼこ,かまぼこ,2012,塩干,95508,83538794,874.6784981362817
かれい,かれい,2012,鮮魚,1368389,563925217,412.10884989575334
かわはぎ,かわはぎ,2012,鮮魚,357205,217227663,608.13164149438
かんぱち,かんぱち,2012,鮮魚,33854,33870801,1000.4962781355231
きす,きす,2012,鮮魚,14693,16165953,1100.2486217926903
こうばこがに,こうばこがに,2012,鮮魚,329024,607234279,1845.5622659745186
このわた,このわた,2012,鮮魚,2926,25904723,8853.28879015721
こんぶ,こんぶ,2012,塩干,23974,30756741,1282.9207057645783
さけ,さけ,2012,鮮魚,845611,635328281,751.3245227415442
さば,さば,2012,鮮魚,2127263,657820606,309.23332281904027
さめ,さめ,2012,鮮魚,161,17819,110.67701863354037
さより,さより,2012,鮮魚,47820,78586492,1643.3812630698453
さわら,さわら,2012,鮮魚,288462,186414397,646.235542289799
さんま,さんま,2012,鮮魚,920105,365808355,397.57240206280807
しいら,しいら,2012,鮮魚,36548,4896475,133.97381525664878
しおから,しおから,2012,塩干,66060,59123015,894.9896306388132
しじみ,しじみ,2012,鮮魚,168987,137874597,815.8887784267429
しらうお,しらうお,2012,鮮魚,2548,7584559,2976.671507064364
しらこ,しらこ,2012,鮮魚,210255,269026807,1279.5263227985065
すき身,すき身,2012,塩干,38348,43902632,1144.8480233649734
すけこ,すけこ,2012,塩干,550605,1014680288,1842.8461201768964
すけそうだら,すけそうだら,2012,鮮魚,192462,48325590,251.09159210649375
すじこ,すじこ,2012,塩干,12467,36619923,2937.3484398812866
すずき,すずき,2012,鮮魚,219881,168136783,764.671722431679
すだこ,すだこ,2012,塩干,43736,84780837,1938.4680126211817
するめいか,するめいか,2012,鮮魚,1139408,394904942,346.587826309803
ずわいがに,ずわいがに,2012,鮮魚,1159641,1686942160,1454.7106906361537
その他あじ,その他あじ,2012,鮮魚,8571,3439305,401.2723136156808
その他いか,その他いか,2012,鮮魚,213958,190982368,892.6161583114443
その他えび,その他えび,2012,鮮魚,148786,326279055,2192.94190985711
その他かい,その他かい,2012,鮮魚,363271,360722507,992.9845955223511
その他かに,その他かに,2012,鮮魚,373383,721062174,1931.1596242999815
その他冷凍魚,その他　冷凍魚,2012,冷凍魚,1195492,735900299,615.562713092183
その他塩干加工品,その他塩干加工品,2012,塩干,2105145,1830892322,869.7226661346368
その他桜干,その他桜干,2012,塩干,197011,220286664,1118.1439818081224
その他淡水魚,その他淡水魚,2012,鮮魚,37055,32833461,886.0737012548914
その他魚介漬物,その他魚介漬物,2012,塩干,172291,182044975,1056.6133750457075
その他鮮魚,その他鮮魚,2012,鮮魚,786436,1201051583,1527.2082953984811
たい,たい,2012,鮮魚,893632,785685686,879.2049590883048
たいはくちりめん,たいはくちりめん,2012,塩干,332960,417606406,1254.2239488226815
たこ,たこ,2012,鮮魚,399417,484519708,1213.0673156125051
たちうお,たちうお,2012,鮮魚,30553,28706311,939.5578502929336
たづくり,たづくり,2012,塩干,7942,12049314,1517.1636867287837
ちくわ,ちくわ,2012,塩干,130540,84372259,646.3326106940401
つばす,つばす,2012,鮮魚,109503,24021415,219.36764289562842
とびうお,とびうお,2012,鮮魚,115553,20357846,176.17756354227063
どじょう,どじょう,2012,鮮魚,56464,51413518,910.553945877019
なまこ,なまこ,2012,鮮魚,54208,76823325,1417.1953401711924
にぎす,にぎす,2012,鮮魚,283496,91004276,321.00726641645736
にしん,にしん,2012,鮮魚,7969,2842753,356.72643995482497
ぬか漬にしん,ぬか漬にしん,2012,塩干,230,37590,163.43478260869566
ぬか漬ふぐ,ぬか漬ふぐ,2012,塩干,43,126000,2930.232558139535
はたはた,はたはた,2012,鮮魚,763172,170249485,223.08140890913188
はまぐり,はまぐり,2012,鮮魚,261712,159421549,609.1487933300727
はまち,はまち,2012,鮮魚,1704634,426536118,250.2215243858799
はむそーせーじ,ハムソーセージ,2012,塩干,2018,1405038,696.2527254707632
ばいがい,ばいがい,2012,鮮魚,609322,479074475,786.241880319437
ひらまさ,ひらまさ,2012,鮮魚,87627,60605513,691.6305818982734
ひらめ,ひらめ,2012,鮮魚,242674,450356421,1855.8082901340892
ふぐ,ふぐ,2012,鮮魚,209039,118195061,565.4210984553122
ぶり,ぶり,2012,鮮魚,1208841,849869062,703.0445377018152
べにずわいがに,べにずわいがに,2012,鮮魚,176360,42337138,240.06088682240872
ほうぼう,ほうぼう,2012,鮮魚,25615,17921751,699.6584423189537
ほたて,ほたて,2012,鮮魚,246507,233999109,949.259489588531
ぼうたら,ぼうたら,2012,塩干,8861,32661155,3685.9445886468798
ぼら,ぼら,2012,鮮魚,9513,1343255,141.20203931462208
まあじ,まあじ,2012,鮮魚,1216139,570854852,469.3993466207399
まいわし,まいわし,2012,鮮魚,1982327,509762990,257.1538348617559
まかじき,まかじき,2012,鮮魚,394229,441549573,1120.0332116612426
まぐろ,まぐろ,2012,鮮魚,626657,1564743413,2496.9694952741293
まこ,まこ,2012,鮮魚,188346,168901651,896.7626124260669
ます,ます,2012,鮮魚,12880,19186125,1489.6059782608695
まだら,まだら,2012,鮮魚,1732700,701633873,404.9367305361574
みそ漬品,みそ漬品,2012,塩干,35218,34745201,986.575075245613
めじ,めじ,2012,鮮魚,147313,172429280,1170.4960186813112
めだい,めだい,2012,鮮魚,136926,127819218,933.4912142325052
もずく,もずく,2012,鮮魚,143022,78289570,547.3952958286138
やなぎばちめ,やなぎばちめ,2012,鮮魚,72395,101425620,1401.003107949444
やりいか,やりいか,2012,鮮魚,432100,311197763,720.1984795186299
わかさぎ,わかさぎ,2012,鮮魚,12987,9198976,708.3218603218603
わかめ,わかめ,2012,塩干,137334,73766796,537.1342566298222
わらさ,わらさ,2012,鮮魚,1288271,405340152,314.63888576239003
丸干あじ,丸干あじ,2012,塩干,2614,1448010,553.9441469013007
丸干いか,丸干いか,2012,塩干,40371,61749716,1529.556265636224
丸干いわし,丸干いわし,2012,塩干,137905,85334756,618.793778325659
冷凍あかうお,冷凍あかうお,2012,冷凍魚,382169,217723779,569.7054941661935
冷凍あじ,冷凍あじ,2012,冷凍魚,372038,98820184,265.61852283906484
冷凍うなぎ,冷凍うなぎ,2012,冷凍魚,119819,526780282,4396.467021090144
冷凍えび,冷凍えび,2012,冷凍魚,2571527,2737233396,1064.4389096439586
冷凍おひょう,冷凍おひょう,2012,冷凍魚,844,2294145,2718.1812796208533
冷凍かい,冷凍かい,2012,冷凍魚,533302,579602947,1086.8193762633555
冷凍かじき,冷凍かじき,2012,冷凍魚,942237,517621887,549.3542357177653
冷凍かに,冷凍かに,2012,冷凍魚,1108050,1883374976,1699.7202075718606
冷凍かれい,冷凍かれい,2012,冷凍魚,823899,400537899,486.14927193745837
冷凍ぎんだら,冷凍ぎんだら,2012,冷凍魚,153969,230786363,1498.914476290682
冷凍くじら,冷凍くじら,2012,冷凍魚,6425,5651668,879.6370428015564
冷凍さけ,冷凍さけ,2012,冷凍魚,1090338,706503813,647.9677063442713
冷凍さば,冷凍さば,2012,冷凍魚,540597,246877762,456.67615987510106
冷凍さんま,冷凍さんま,2012,冷凍魚,62668,13649763,217.810732750367
冷凍しらうお,冷凍しらうお,2012,冷凍魚,4184,3688041,881.4629541108986
冷凍すりみ,冷凍すりみ,2012,冷凍魚,623266,207881650,333.5360022847388
冷凍するめいか,冷凍するめいか,2012,冷凍魚,1428985,678980108,475.14852010343003
冷凍たい,冷凍たい,2012,冷凍魚,87574,90059269,1028.3790736976728
冷凍たこ,冷凍たこ,2012,冷凍魚,63266,78647421,1243.1230202636486
冷凍たら,冷凍たら,2012,冷凍魚,293186,166377582,567.4813326693635
冷凍にしん,冷凍にしん,2012,冷凍魚,93322,29273610,313.6839116178393
冷凍ほっけ,冷凍ほっけ,2012,冷凍魚,183707,76688101,417.44789801150745
冷凍まぐろ,冷凍まぐろ,2012,冷凍魚,152877,455967170,2982.5753383438973
冷凍めるるーさ,冷凍メルルーサ,2012,冷凍魚,83919,47728232,568.7416675603856
冷凍めろー,冷凍メロー,2012,冷凍魚,77818,129009794,1657.8400113084376
冷凍もんこういか,冷凍もんこういか,2012,冷凍魚,32787,49607328,1513.0182084362705
冷凍やりいか,冷凍やりいか,2012,冷凍魚,245448,215531356,878.1141260063231
冷凍食品その他,冷凍食品　その他,2012,冷凍魚,199617,193379199,968.7511534588738
冷凍食品ふらい,冷凍食品　フライ,2012,冷凍魚,38971,23246740,596.5138179672064
冷凍食品切身,冷凍食品　切身,2012,冷凍魚,275612,280452187,1017.5615974631003
冷凍食品開き,冷凍食品　開き,2012,冷凍魚,35871,34486889,961.4142064620446
塩かずのこ,塩かずのこ,2012,塩干,108372,336631923,3106.262900011073
塩かれい,塩かれい,2012,塩干,338825,231374304,682.8725861432893
塩くらげ,塩くらげ,2012,塩干,2174,1896888,872.5335786568537
塩さけ,塩さけ,2012,塩干,1877579,1122647393,597.9228533126968
塩さば,塩さば,2012,塩干,634618,391714898,617.2451742623122
塩するめ,塩するめ,2012,塩干,187758,68372109,364.1501773559582
塩だら,塩だら,2012,塩干,22666,15673126,691.4817788758493
塩にしん,塩にしん,2012,塩干,90,22050,245.0
塩ます,塩ます,2012,塩干,196585,101020241,513.875631406262
塩まだらこ,塩まだらこ,2012,塩干,128,268800,2100.0
干するめ,干するめ,2012,塩干,51290,71856794,1400.9903294989276
干はたはた,干はたはた,2012,塩干,347435,206732289,595.0243613913394
干ふぐ,干ふぐ,2012,塩干,23283,42918297,1843.3319159902073
干ぶり,干ぶり,2012,塩干,55,405405,7371.0
桜干いわし,桜干いわし,2012,塩干,5750,6244840,1086.0591304347827
桜干にしん,桜干にしん,2012,塩干,10119,7109141,702.5537108409922
煮干いかなご,煮干いかなご,2012,塩干,14417,19816359,1374.5133522924325
煮干いわし,煮干いわし,2012,塩干,20576,17738559,862.0994848367029
生くじら,生くじら,2012,鮮魚,1467,2364364,1611.7000681663258
白皮かじき,白皮かじき,2012,鮮魚,59814,72041002,1204.4170595512755
皮くじら,皮くじら,2012,塩干,1395,2517774,1804.8559139784945
身欠にしん,身欠にしん,2012,塩干,405063,283983458,701.0846658421036
開きあじ,開きあじ,2012,塩干,371044,195485470,526.8525296191287
開きさば,開きさば,2012,塩干,19059,10112200,530.5734823442992
開きたら,開きたら,2012,塩干,19515,16765294,859.0978221880605
養殖かんぱち,養殖かんぱち,2012,鮮魚,462810,555846369,1201.0249756919686
養殖たい,養殖たい,2012,鮮魚,434292,474992835,1093.7176715205437
養殖はまち,養殖はまち,2012,鮮魚,2930,1345505,459.21672354948805
養殖ぶり,養殖ぶり,2012,鮮魚,1944580,1482965470,762.6147908545804
養殖わらさ,養殖わらさ,2012,鮮魚,2448,1957457,799.6147875816994
魚介つくだに,魚介つくだに,2012,塩干,88117,67055920,760.9873236719362
黒皮かじき,黒皮かじき,2012,鮮魚,171466,110654191,645.3418811892736
あかいか,あかいか,2013,鮮魚,373287,444426484,1190.5758411088518
あからばちめ,あからばちめ,2013,鮮魚,257178,138782345,539.6353692773099
あさり,あさり,2013,鮮魚,323487,156722369,484.4781057662286
あなご,あなご,2013,鮮魚,55598,61840245,1112.2746321810137
あまえび,あまえび,2013,鮮魚,513400,851303377,1658.167855473315
あゆ,あゆ,2013,鮮魚,134302,154670722,1151.6635790978542
あら,あら,2013,鮮魚,18739,56893291,3036.090026148674
あわび,あわび,2013,鮮魚,52190,325508155,6236.9832343360795
あんこう,あんこう,2013,鮮魚,98450,62936001,639.2686744540376
いくら,いくら,2013,塩干,135764,749342976,5519.452697327716
うなぎ,うなぎ,2013,鮮魚,158001,591580601,3744.1573217891028
うに,うに,2013,鮮魚,52505,573328184,10919.496886010857
うに製品,うに製品,2013,塩干,22237,26328086,1183.976525610469
うるめいわし,うるめいわし,2013,鮮魚,20430,3639181,178.129270680372
かいみぬき,かいみぬき,2013,鮮魚,8397,20062613,2389.259616529713
かき,かき,2013,鮮魚,272947,298248617,1092.6979120488593
かす漬たら,かす漬たら,2013,塩干,2223,1621840,729.5726495726495
かす漬ふぐ,かす漬ふぐ,2013,塩干,10,11844,1184.4
かたくちいわし,かたくちいわし,2013,鮮魚,1243,87833,70.66210780370072
かつお,かつお,2013,鮮魚,137098,94508756,689.3518213248917
かながしら,かながしら,2013,鮮魚,9310,1653249,177.57776584317938
かます,かます,2013,鮮魚,179291,83005676,462.9662169322498
かまぼこ,かまぼこ,2013,塩干,68448,71576414,1045.7049731182797
かれい,かれい,2013,鮮魚,1241073,515992740,415.763407954246
かわはぎ,かわはぎ,2013,鮮魚,375541,222793604,593.2604003291252
かんぱち,かんぱち,2013,鮮魚,33649,24187771,718.8258492080002
きす,きす,2013,鮮魚,14890,19348700,1299.4425789120214
こうばこがに,こうばこがに,2013,鮮魚,289701,644033553,2223.0974452970477
このわた,このわた,2013,鮮魚,1819,23358054,12841.151181968115
こんぶ,こんぶ,2013,塩干,20668,29257206,1415.5799303270758
さけ,さけ,2013,鮮魚,773562,693578929,896.6041881581567
さば,さば,2013,鮮魚,1806511,586095443,324.43502585923915
さめ,さめ,2013,鮮魚,111,38369,345.6666666666667
さより,さより,2013,鮮魚,33089,64579653,1951.695518148025
さわら,さわら,2013,鮮魚,281755,174861142,620.6141576901919
さんま,さんま,2013,鮮魚,812104,403464653,496.81402012550114
しいら,しいら,2013,鮮魚,32919,3807800,115.67180047996598
しおから,しおから,2013,塩干,69314,57259898,826.0942666705139
しじみ,しじみ,2013,鮮魚,139517,110917973,795.0140341320413
しらうお,しらうお,2013,鮮魚,2212,8269240,3738.3544303797466
しらこ,しらこ,2013,鮮魚,211740,263780578,1245.7758477377915
すき身,すき身,2013,塩干,33415,40341645,1207.291485859644
すけこ,すけこ,2013,塩干,557160,988117443,1773.4895595520138
すけそうだら,すけそうだら,2013,鮮魚,172228,45728146,265.50935968599765
すじこ,すじこ,2013,塩干,9628,35449955,3681.9645824678023
すずき,すずき,2013,鮮魚,221320,173960760,786.0146394361107
すだこ,すだこ,2013,塩干,47824,93986314,1965.2541401806625
するめいか,するめいか,2013,鮮魚,920248,349923627,380.24926650207334
ずわいがに,ずわいがに,2013,鮮魚,1036021,1704091662,1644.8427802139147
その他あじ,その他あじ,2013,鮮魚,13282,3560728,268.0867339256136
その他いか,その他いか,2013,鮮魚,169111,161505702,955.0277746568821
その他えび,その他えび,2013,鮮魚,142967,329376167,2303.861499506879
その他かい,その他かい,2013,鮮魚,360926,374643158,1038.0054581825636
その他かに,その他かに,2013,鮮魚,346055,709147091,2049.2323214517924
その他冷凍魚,その他　冷凍魚,2013,冷凍魚,1201940,881706585,733.5695500607352
その他塩干加工品,その他塩干加工品,2013,塩干,1987938,1951553709,981.6974719533507
その他桜干,その他桜干,2013,塩干,208745,218597734,1047.1998562839829
その他淡水魚,その他淡水魚,2013,鮮魚,33141,34929444,1053.9646962976374
その他魚介漬物,その他魚介漬物,2013,塩干,155849,172085560,1104.1813550295478
その他鮮魚,その他鮮魚,2013,鮮魚,877457,1336105280,1522.7017164373867
たい,たい,2013,鮮魚,862884,731921512,848.2270061792779
たいはくちりめん,たいはくちりめん,2013,塩干,303314,328343061,1082.518647342358
たこ,たこ,2013,鮮魚,464286,485830411,1046.4033182133426
たちうお,たちうお,2013,鮮魚,25133,26563991,1056.9367365614928
たづくり,たづくり,2013,塩干,6879,10501905,1526.6615787178368
ちくわ,ちくわ,2013,塩干,119607,74399890,622.036252058826
つばす,つばす,2013,鮮魚,138941,24852877,178.87360102489546
とびうお,とびうお,2013,鮮魚,71825,18971361,264.13311521058125
どじょう,どじょう,2013,鮮魚,80151,60999857,761.0617085251588
なまこ,なまこ,2013,鮮魚,36780,58348997,1586.4327623708537
にぎす,にぎす,2013,鮮魚,255807,77253405,301.998792058075
にしん,にしん,2013,鮮魚,5032,1839157,365.4922496025437
ぬか漬いわし,ぬか漬いわし,2013,塩干,5,4200,840.0
ぬか漬にしん,ぬか漬にしん,2013,塩干,30,15225,507.5
ぬか漬ふぐ,ぬか漬ふぐ,2013,塩干,51,168904,3311.843137254902
はたはた,はたはた,2013,鮮魚,606372,158937622,262.11240294736564
はまぐり,はまぐり,2013,鮮魚,244359,156909994,642.1289741732451
はまち,はまち,2013,鮮魚,2429317,590815487,243.20230212854065
はむそーせーじ,ハムソーセージ,2013,塩干,2244,1463615,652.2348484848485
ばいがい,ばいがい,2013,鮮魚,556147,494433314,889.0335001357555
ひらまさ,ひらまさ,2013,鮮魚,151747,112021819,738.2143897408185
ひらめ,ひらめ,2013,鮮魚,295681,485742284,1642.791670753278
